순번,제품군,스마트타입,시리즈,미디어,제조사(한),제조사(EN),모델(표시),섀시코드,연식(中),연식(EN),세부분류(한),Category(EN),앰비언트세부,부속옵션,구성·특징(中),구성·특징(한),Config(EN),세트(中),세트(EN),등수(灯),핸들(中),핸들(한),핸들(EN),호환차종(中),워터마크,비고,원본파일명,표준파일명,분류경로,해상도(px),용량(MB),썸네일
149,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 追风 短轴 亮黑 幻彩,앰비언트라이트 윈드체이서 숏휠베이스 글로시블랙 환색,Ambient-Light-Wind-Chaser-SWB-Gloss-Black-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）亮黑 追风版-20灯（水印版）.jpg,149_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Gloss-Black-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/149_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Gloss-Black-RGB_20L.jpg,2000x2000,1.21,thumbs/149_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Gloss-Black-RGB_20L.jpg
150,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 短轴 亮黑 幻彩,앰비언트라이트 갤럭시 숏휠베이스 글로시블랙 환색,Ambient-Light-Galaxy-SWB-Gloss-Black-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）亮黑 银河版-20灯（水印版）.jpg,150_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Gloss-Black-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/150_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Gloss-Black-RGB_20L.jpg,2000x2000,1.24,thumbs/150_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Gloss-Black-RGB_20L.jpg
151,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 追风 短轴 碳纤纹 幻彩,앰비언트라이트 윈드체이서 숏휠베이스 카본무늬 환색,Ambient-Light-Wind-Chaser-SWB-Carbon-Pattern-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）碳纤纹 追风版-20灯（水印版）.jpg,151_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Carbon-Pattern-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/151_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Carbon-Pattern-RGB_20L.jpg,2000x2000,1.32,thumbs/151_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Carbon-Pattern-RGB_20L.jpg
152,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 短轴 碳纤纹 幻彩,앰비언트라이트 갤럭시 숏휠베이스 카본무늬 환색,Ambient-Light-Galaxy-SWB-Carbon-Pattern-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）碳纤纹 银河版-20灯（水印版）.jpg,152_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Carbon-Pattern-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/152_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Carbon-Pattern-RGB_20L.jpg,2000x2000,1.33,thumbs/152_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Carbon-Pattern-RGB_20L.jpg
153,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 追风 短轴 红色 幻彩,앰비언트라이트 윈드체이서 숏휠베이스 레드 환색,Ambient-Light-Wind-Chaser-SWB-Red-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）红色 追风版-20灯（水印版）.jpg,153_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Red-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/153_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Red-RGB_20L.jpg,2000x2000,1.27,thumbs/153_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-SWB-Red-RGB_20L.jpg
154,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 短轴 红色 幻彩,앰비언트라이트 갤럭시 숏휠베이스 레드 환색,Ambient-Light-Galaxy-SWB-Red-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）红色 银河版-20灯（水印版）.jpg,154_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Red-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/154_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Red-RGB_20L.jpg,2000x2000,1.29,thumbs/154_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-SWB-Red-RGB_20L.jpg
155,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 魅影 短轴 红色 幻彩,앰비언트라이트 팬텀 숏휠베이스 레드 환색,Ambient-Light-Phantom-SWB-Red-RGB,,,20,,,,,Y,,13-19款宝马3系短轴氛围灯（幻彩）红色 魅影版-20灯（水印版）.jpg,155_BMW_3-Series_2013-2019_Ambient-Light-Phantom-SWB-Red-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/155_BMW_3-Series_2013-2019_Ambient-Light-Phantom-SWB-Red-RGB_20L.jpg,2000x2000,1.28,thumbs/155_BMW_3-Series_2013-2019_Ambient-Light-Phantom-SWB-Red-RGB_20L.jpg
156,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,F15,14-18款,2014-2018,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 幻彩,앰비언트라이트 갤럭시 환색,Ambient-Light-Galaxy-RGB,,,18,,,,,Y,,14-18款宝马X5 F15氛围灯（幻彩）银河款-18灯 (水印版）.jpg,156_BMW_X5_F15_2014-2018_Ambient-Light-Galaxy-RGB_18L.jpg,images/01_Ambient-Light/BMW/X5/2014-2018/156_BMW_X5_F15_2014-2018_Ambient-Light-Galaxy-RGB_18L.jpg,2000x2000,1.37,thumbs/156_BMW_X5_F15_2014-2018_Ambient-Light-Galaxy-RGB_18L.jpg
157,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,,14-18款,2014-2018,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,,,,,,Y,,14-18款宝马X5X6(幻彩) 氛围灯(水印版）.jpg,157_BMW_X5_2014-2018_Ambient-Light-RGB.jpg,images/01_Ambient-Light/BMW/X5/2014-2018/157_BMW_X5_2014-2018_Ambient-Light-RGB.jpg,2000x2000,1.22,thumbs/157_BMW_X5_2014-2018_Ambient-Light-RGB.jpg
158,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,,14-18款,2014-2018,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 星空 钢琴黑 幻彩,앰비언트라이트 스타라이트 피아노블랙 환색,Ambient-Light-Starlight-Piano-Black-RGB,,,,,,,,Y,,14-18款宝马X5氛围灯(幻彩) 钢琴黑星空款 (水印版）.jpg,158_BMW_X5_2014-2018_Ambient-Light-Starlight-Piano-Black-RGB.jpg,images/01_Ambient-Light/BMW/X5/2014-2018/158_BMW_X5_2014-2018_Ambient-Light-Starlight-Piano-Black-RGB.jpg,2000x2000,1.1,thumbs/158_BMW_X5_2014-2018_Ambient-Light-Starlight-Piano-Black-RGB.jpg
159,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,14-19款,2014-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,,,,,,Y,,14-19款宝马3系(幻彩) 氛围灯(水印版）.jpg,159_BMW_3-Series_2014-2019_Ambient-Light-RGB.jpg,images/01_Ambient-Light/BMW/3-Series/2014-2019/159_BMW_3-Series_2014-2019_Ambient-Light-RGB.jpg,2000x2000,1.18,thumbs/159_BMW_3-Series_2014-2019_Ambient-Light-RGB.jpg
160,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X6,,15-19款,2015-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻影 幻彩,앰비언트라이트 미라지 환색,Ambient-Light-Mirage-RGB,,,28,,,,,Y,,15-19款宝马X6氛围灯（幻彩）幻影款-28灯（水印版）.jpg,160_BMW_X6_2015-2019_Ambient-Light-Mirage-RGB_28L.jpg,images/01_Ambient-Light/BMW/X6/2015-2019/160_BMW_X6_2015-2019_Ambient-Light-Mirage-RGB_28L.jpg,2000x2000,1.35,thumbs/160_BMW_X6_2015-2019_Ambient-Light-Mirage-RGB_28L.jpg
161,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X6,,15-19款,2015-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 幻彩,앰비언트라이트 갤럭시 환색,Ambient-Light-Galaxy-RGB,,,28,,,,,Y,,15-19款宝马X6氛围灯（幻彩）银河款-28灯（水印版）.jpg,161_BMW_X6_2015-2019_Ambient-Light-Galaxy-RGB_28L.jpg,images/01_Ambient-Light/BMW/X6/2015-2019/161_BMW_X6_2015-2019_Ambient-Light-Galaxy-RGB_28L.jpg,2000x2000,1.39,thumbs/161_BMW_X6_2015-2019_Ambient-Light-Galaxy-RGB_28L.jpg
162,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,1시리즈,F52,16-20款,2016-2020,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,18,,,,,Y,,16-20款宝马1系F52 F40氛围灯（幻彩）-18灯 (水印版）.jpg,162_BMW_1-Series_F52_2016-2020_Ambient-Light-RGB_18L.jpg,images/01_Ambient-Light/BMW/1-Series/2016-2020/162_BMW_1-Series_F52_2016-2020_Ambient-Light-RGB_18L.jpg,2000x2000,1.21,thumbs/162_BMW_1-Series_F52_2016-2020_Ambient-Light-RGB_18L.jpg
163,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X1,,16-20款,2016-2020,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,,,,,,Y,,16-20款宝马X1 (幻彩)氛围灯(水印版）.jpg,163_BMW_X1_2016-2020_Ambient-Light-RGB.jpg,images/01_Ambient-Light/BMW/X1/2016-2020/163_BMW_X1_2016-2020_Ambient-Light-RGB.jpg,2000x2000,1.28,thumbs/163_BMW_X1_2016-2020_Ambient-Light-RGB.jpg
164,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,7시리즈,,16-22款,2016-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,22,,,,,Y,,16-22款宝马7系氛围灯（幻彩）-22灯（水印版）.jpg,164_BMW_7-Series_2016-2022_Ambient-Light-RGB_22L.jpg,images/01_Ambient-Light/BMW/7-Series/2016-2022/164_BMW_7-Series_2016-2022_Ambient-Light-RGB_22L.jpg,2000x2000,1.14,thumbs/164_BMW_7-Series_2016-2022_Ambient-Light-RGB_22L.jpg
165,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X1,,16-22款,2016-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 星空飘带 星空 幻彩,앰비언트라이트 스타라이트리본 스타라이트 환색,Ambient-Light-Star-Ribbon-Starlight-RGB,,,,,,,,Y,,16-22款宝马X1氛围灯(幻彩) 星空飘带款 (水印版）.jpg,165_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg,images/01_Ambient-Light/BMW/X1/2016-2022/165_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg,2000x2000,1.3,thumbs/165_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg
166,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X1,,16-22款,2016-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 星空飘带 星空 幻彩,앰비언트라이트 스타라이트리본 스타라이트 환색,Ambient-Light-Star-Ribbon-Starlight-RGB,,,,,,,,Y,,16-22款宝马X1氛围灯（幻彩）-星空飘带(水印版）.jpg,166_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg,images/01_Ambient-Light/BMW/X1/2016-2022/166_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg,2000x2000,1.37,thumbs/166_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg
167,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X1,,16-22款,2016-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 星空飘带 星空 幻彩,앰비언트라이트 스타라이트리본 스타라이트 환색,Ambient-Light-Star-Ribbon-Starlight-RGB,,,,,,,,Y,,16-22款宝马X1氛围灯（幻彩）-星空飘带（水印版）.jpg,167_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg,images/01_Ambient-Light/BMW/X1/2016-2022/167_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg,2000x2000,1.37,thumbs/167_BMW_X1_2016-2022_Ambient-Light-Star-Ribbon-Starlight-RGB.jpg
168,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X3,,18-22款,2018-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,,,,,,Y,,18-22款宝马X3X4 氛围灯（幻彩））(水印版）.jpg,168_BMW_X3_2018-2022_Ambient-Light-RGB.jpg,images/01_Ambient-Light/BMW/X3/2018-2022/168_BMW_X3_2018-2022_Ambient-Light-RGB.jpg,2000x2000,1.3,thumbs/168_BMW_X3_2018-2022_Ambient-Light-RGB.jpg
169,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,G38,18-23款,2018-2023,앰비언트 라이트,Ambient-Light,세트형,,氛围灯 原车带,앰비언트라이트 순정장착,Ambient-Light-OEM-Equipped,11件套,11-piece,,,,,,Y,,18-23款宝马5系G38原车带氛围灯11件套（水印版）.jpg,169_BMW_5-Series_G38_2018-2023_Ambient-Light-OEM-Equipped_11-piece.jpg,images/01_Ambient-Light/BMW/5-Series/2018-2023/169_BMW_5-Series_G38_2018-2023_Ambient-Light-OEM-Equipped_11-piece.jpg,2000x2000,1.19,thumbs/169_BMW_5-Series_G38_2018-2023_Ambient-Light-OEM-Equipped_11-piece.jpg
170,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,M5,F49,18-23款,2018-2023,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,29,,,,,Y,,18-23款宝马M5 F49氛围灯（幻彩）-29灯（水印版）.jpg,170_BMW_M5_F49_2018-2023_Ambient-Light-RGB_29L.jpg,images/01_Ambient-Light/BMW/M5/2018-2023/170_BMW_M5_F49_2018-2023_Ambient-Light-RGB_29L.jpg,2000x2000,1.09,thumbs/170_BMW_M5_F49_2018-2023_Ambient-Light-RGB_29L.jpg
171,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,G38,18款,2018,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,,,,,,Y,,18款宝马5系G38(幻彩) 氛围灯(水印版）.jpg,171_BMW_5-Series_G38_2018_Ambient-Light-RGB.jpg,images/01_Ambient-Light/BMW/5-Series/2018/171_BMW_5-Series_G38_2018_Ambient-Light-RGB.jpg,2000x2000,1.21,thumbs/171_BMW_5-Series_G38_2018_Ambient-Light-RGB.jpg
172,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G28,20-22款,2020-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 镭雕 幻彩,앰비언트라이트 레이저각인 환색,Ambient-Light-Laser-Etched-RGB,,,24,,,,,Y,,20-22款宝马3系G28氛围灯（幻彩）镭雕款-24灯（水印版）.jpg,172_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_24L.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2022/172_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_24L.jpg,2000x2000,1.18,thumbs/172_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_24L.jpg
173,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G28,20-22款,2020-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 镭雕 幻彩,앰비언트라이트 레이저각인 환색,Ambient-Light-Laser-Etched-RGB,,,26,,,,,Y,,20-22款宝马3系G28氛围灯（幻彩）镭雕款-26灯（水印版）.jpg,173_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_26L.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2022/173_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_26L.jpg,2000x2000,1.22,thumbs/173_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_26L.jpg
174,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G28,20-22款,2020-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 镭雕 幻彩,앰비언트라이트 레이저각인 환색,Ambient-Light-Laser-Etched-RGB,,,28,,,,,Y,,20-22款宝马3系G28氛围灯（幻彩）镭雕款-28灯（水印版）.jpg,174_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_28L.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2022/174_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_28L.jpg,2000x2000,1.28,thumbs/174_BMW_3-Series_G28_2020-2022_Ambient-Light-Laser-Etched-RGB_28L.jpg
175,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,20-22款,2020-2022,몰드/금형,Mold,,,幻彩,환색,RGB,,,23,,,,,Y,,20-22款宝马3系副驾幻彩模具-23灯(水印版）.jpg,175_BMW_3-Series_2020-2022_RGB_23L.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2022/175_BMW_3-Series_2020-2022_RGB_23L.jpg,2000x2000,1.15,thumbs/175_BMW_3-Series_2020-2022_RGB_23L.jpg
176,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,20-22款,2020-2022,몰드/금형,Mold,,,短袖 幻彩,숏휠베이스 환색,SWB-RGB,,,21,,,,,Y,,20-22款宝马3系短袖副驾幻彩模具-21灯(水印版）.jpg,176_BMW_3-Series_2020-2022_SWB-RGB_21L.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2022/176_BMW_3-Series_2020-2022_SWB-RGB_21L.jpg,2000x2000,1.12,thumbs/176_BMW_3-Series_2020-2022_SWB-RGB_21L.jpg
177,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G20,20-22款,2020-2022,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴,앰비언트라이트 숏휠베이스,Ambient-Light-SWB,,,27,,,,,Y,,20-22款宝马3系短轴(G20)氛围灯 27灯（水印版）.jpg,177_BMW_3-Series_G20_2020-2022_Ambient-Light-SWB_27L.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2022/177_BMW_3-Series_G20_2020-2022_Ambient-Light-SWB_27L.jpg,2000x2000,1.12,thumbs/177_BMW_3-Series_G20_2020-2022_Ambient-Light-SWB_27L.jpg
178,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,20-23款,2020-2023,앰비언트 라이트,Ambient-Light,세트형,,氛围灯 原车不带,앰비언트라이트 순정미장착,Ambient-Light-No-OEM,16件套,16-piece,,,,,,Y,,20-23款宝马3系16件套（原车不带氛围灯）（水印版）.jpg,178_BMW_3-Series_2020-2023_Ambient-Light-No-OEM_16-piece.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2023/178_BMW_3-Series_2020-2023_Ambient-Light-No-OEM_16-piece.jpg,2000x2000,1.07,thumbs/178_BMW_3-Series_2020-2023_Ambient-Light-No-OEM_16-piece.jpg
179,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,20-23款,2020-2023,앰비언트 라이트,Ambient-Light,세트형,,氛围灯 原车带,앰비언트라이트 순정장착,Ambient-Light-OEM-Equipped,16件套,16-piece,,,,,,Y,,20-23款宝马3系16件套（原车带氛围灯）（水印版）.jpg,179_BMW_3-Series_2020-2023_Ambient-Light-OEM-Equipped_16-piece.jpg,images/01_Ambient-Light/BMW/3-Series/2020-2023/179_BMW_3-Series_2020-2023_Ambient-Light-OEM-Equipped_16-piece.jpg,2000x2000,1.04,thumbs/179_BMW_3-Series_2020-2023_Ambient-Light-OEM-Equipped_16-piece.jpg
180,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X1,U11,23-24款,2023-2024,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 龙鳞 幻彩,앰비언트라이트 드래곤스케일 환색,Ambient-Light-Dragon-Scale-RGB,,,8,,,,,Y,,23-24款宝马X1 U11氛围灯（幻彩）龙鳞款-8灯（水印版）.jpg,180_BMW_X1_U11_2023-2024_Ambient-Light-Dragon-Scale-RGB_8L.jpg,images/01_Ambient-Light/BMW/X1/2023-2024/180_BMW_X1_U11_2023-2024_Ambient-Light-Dragon-Scale-RGB_8L.jpg,2000x2000,1.25,thumbs/180_BMW_X1_U11_2023-2024_Ambient-Light-Dragon-Scale-RGB_8L.jpg
181,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G20,23-25款,2023-2025,앰비언트 라이트,Ambient-Light,등수형,센터콘솔라이트바,氛围灯 中控灯条 灯条 短轴 幻彩,앰비언트라이트 센터콘솔라이트바 라이트바 숏휠베이스 환색,Ambient-Light-Center-Strip-Light-Strip-SWB-RGB,,,20,,,,,Y,,23-25款宝马3系G20氛围灯（幻彩）短轴款 中控灯条-20灯（水印版）.jpg,181_BMW_3-Series_G20_2023-2025_Ambient-Light-Center-Strip-Light-Strip-SWB-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2023-2025/181_BMW_3-Series_G20_2023-2025_Ambient-Light-Center-Strip-Light-Strip-SWB-RGB_20L.jpg,2000x2000,0.97,thumbs/181_BMW_3-Series_G20_2023-2025_Ambient-Light-Center-Strip-Light-Strip-SWB-RGB_20L.jpg
182,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G20,23-25款,2023-2025,앰비언트 라이트,Ambient-Light,등수형,센터콘솔라이트바,氛围灯 中控灯条 灯条 短轴 幻彩,앰비언트라이트 센터콘솔라이트바 라이트바 숏휠베이스 환색,Ambient-Light-Center-Strip-Light-Strip-SWB-RGB,,,22,,,,,Y,,23-25款宝马3系G20氛围灯（幻彩）短轴款 中控灯条-22灯（水印版）.jpg,182_BMW_3-Series_G20_2023-2025_Ambient-Light-Center-Strip-Light-Strip-SWB-RGB_22L.jpg,images/01_Ambient-Light/BMW/3-Series/2023-2025/182_BMW_3-Series_G20_2023-2025_Ambient-Light-Center-Strip-Light-Strip-SWB-RGB_22L.jpg,2000x2000,0.96,thumbs/182_BMW_3-Series_G20_2023-2025_Ambient-Light-Center-Strip-Light-Strip-SWB-RGB_22L.jpg
183,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G20,23-25款,2023-2025,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 幻彩,앰비언트라이트 숏휠베이스 환색,Ambient-Light-SWB-RGB,,,20,,,,,Y,,23-25款宝马3系G20氛围灯（幻彩）短轴款-20灯（水印版）.jpg,183_BMW_3-Series_G20_2023-2025_Ambient-Light-SWB-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2023-2025/183_BMW_3-Series_G20_2023-2025_Ambient-Light-SWB-RGB_20L.jpg,2000x2000,0.99,thumbs/183_BMW_3-Series_G20_2023-2025_Ambient-Light-SWB-RGB_20L.jpg
184,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,G20,23-25款,2023-2025,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 幻彩,앰비언트라이트 숏휠베이스 환색,Ambient-Light-SWB-RGB,,,22,,,,,Y,,23-25款宝马3系G20氛围灯（幻彩）短轴款-22灯（水印版）.jpg,184_BMW_3-Series_G20_2023-2025_Ambient-Light-SWB-RGB_22L.jpg,images/01_Ambient-Light/BMW/3-Series/2023-2025/184_BMW_3-Series_G20_2023-2025_Ambient-Light-SWB-RGB_22L.jpg,2000x2000,0.97,thumbs/184_BMW_3-Series_G20_2023-2025_Ambient-Light-SWB-RGB_22L.jpg
185,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,G05,24款,2024,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩 原车带,앰비언트라이트 환색 순정장착,Ambient-Light-RGB-OEM-Equipped,,,28,,,,,Y,,24款宝马X5 G05 G18氛围灯（幻彩）原车带氛围灯-28灯（水印版）.jpg,185_BMW_X5_G05_2024_Ambient-Light-RGB-OEM-Equipped_28L.jpg,images/01_Ambient-Light/BMW/X5/2024/185_BMW_X5_G05_2024_Ambient-Light-RGB-OEM-Equipped_28L.jpg,2000x2000,1.06,thumbs/185_BMW_X5_G05_2024_Ambient-Light-RGB-OEM-Equipped_28L.jpg
186,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 亮黑,앰비언트라이트 숏휠베이스 글로시블랙,Ambient-Light-SWB-Gloss-Black,,,19,,,,,Y,,宝马13-19款3系短轴 氛围灯 亮黑19灯（水印版）.jpg,186_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/186_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black_19L.jpg,2000x2000,1.01,thumbs/186_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black_19L.jpg
187,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短轴 亮黑 幻彩,앰비언트라이트 숏휠베이스 글로시블랙 환색,Ambient-Light-SWB-Gloss-Black-RGB,,,19,,,,,Y,,宝马13-19款3系短轴 氛围灯 亮黑幻彩19灯（水印版）.jpg,187_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black-RGB_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/187_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black-RGB_19L.jpg,2000x2000,1.19,thumbs/187_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black-RGB_19L.jpg
